Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,LATITUDE,LONGITUDE,ALT,Flood?,Season,Rainfall_Category,Temperature_Range,Humidity_Rainfall_Index
Dhaka,1964,1,29.9,11.0,9.0,69.0,0.8,0.9,7.4,23.78,90.39,9,0,Winter,Low,18.9,621.0
Dhaka,1964,2,34.7,15.1,42.0,67.0,1.1,1.9,8.9,23.78,90.39,9,0,Winter,Low,19.6,2814.0
Sylhet,1964,4,33.6,21.0,526.0,80.0,2.2,6.1,7.1,24.88,91.93,35,1,Pre-Monsoon,Extreme,12.6,42080.0
Dinajpur,1964,5,37.2,23.2,231.0,73.0,0.5,2.7,6.848,25.63,88.66,37,1,Pre-Monsoon,High,14.000000000000004,16863.0
Chandpur,1964,6,35.0,25.9,355.5,84.95833333,4.3,3.6,3.637837838,23.26,90.67,7,1,Monsoon,High,9.1,30202.687498815
Chittagong (IAP-Patenga),1964,6,33.4,25.1,419.0,86.0,4.7,6.3,5.4,22.34,91.79,6,1,Monsoon,High,8.299999999999997,36034.0
Comilla,1964,6,33.3,24.2,544.0,93.0,2.8,6.1,4.927272727,23.48,91.19,10,1,Monsoon,Extreme,9.099999999999998,50592.0
Cox's Bazar,1964,6,36.9,25.1,653.0,86.0,4.7,6.2,4.5,21.46,91.98,4,1,Monsoon,Extreme,11.799999999999995,56158.0
Dinajpur,1964,6,37.2,25.5,363.0,81.0,0.7,4.8,5.228,25.63,88.66,37,1,Monsoon,High,11.700000000000005,29403.0
Ishurdi,1964,6,39.4,26.2,557.0,82.0,1.2,7.0,5.168965517,24.12,89.04,14,1,Monsoon,Extreme,13.2,45674.0
Maijdee Court,1964,6,33.3,25.3,485.0,88.0,2.1,6.2,3.872413793,22.83,91.08,6,1,Monsoon,High,7.9999999999999964,42680.0
Mymensingh,1964,6,35.0,24.7,598.0,89.0,0.5,6.6,4.02,24.75,90.41,19,1,Monsoon,Extreme,10.3,53222.0
Rajshahi,1964,6,36.9,26.5,415.0,82.0,1.3,5.3,5.394285714,24.35,88.56,20,1,Monsoon,High,10.4,34030.0
Rangpur,1964,6,36.6,24.8,554.0,86.0,1.7,5.4,4.894285714,25.72,89.26,34,1,Monsoon,Extreme,11.8,47644.0
Sylhet,1964,6,32.5,24.2,1294.0,90.0,1.6,7.4,3.3,24.88,91.93,35,1,Monsoon,Extreme,8.3,116460.0
Barisal,1964,7,31.2,25.6,318.0,88.0,1.9,7.2,3.738297872,22.7,90.36,4,1,Monsoon,High,5.599999999999998,27984.0
Bogra,1964,7,32.9,25.7,461.0,88.0,1.8,6.8,3.4,24.88,89.36,20,1,Monsoon,High,7.199999999999999,40568.0
Chandpur,1964,7,33.3,25.5,423.875,86.45833333,3.9,4.5,3.416216216,23.26,90.67,7,1,Monsoon,High,7.799999999999997,36647.52604025375
Chittagong (IAP-Patenga),1964,7,31.8,24.4,1077.0,89.0,4.5,6.8,3.7,22.34,91.79,6,1,Monsoon,Extreme,7.400000000000002,95853.0
Comilla,1964,7,33.9,24.1,816.0,94.0,2.2,6.4,4.566666667,23.48,91.19,10,1,Monsoon,Extreme,9.799999999999995,76704.0
Cox's Bazar,1964,7,30.5,24.7,1121.0,89.0,5.0,6.8,4.1,21.46,91.98,4,1,Monsoon,Extreme,5.800000000000001,99769.0
Dinajpur,1964,7,36.4,25.6,555.0,88.0,0.4,6.1,4.288,25.63,88.66,37,1,Monsoon,Extreme,10.799999999999995,48840.0
Faridpur,1964,7,32.2,25.6,548.0,89.0,1.0,7.0,4.431034483,23.61,89.84,9,1,Monsoon,Extreme,6.600000000000001,48772.0
Ishurdi,1964,7,32.6,25.4,503.0,89.0,0.7,7.6,4.320689655,24.12,89.04,14,1,Monsoon,Extreme,7.200000000000003,44767.0
Jessore,1964,7,33.6,25.5,549.0,92.0,1.4,6.9,3.972340426,23.17,89.22,7,1,Monsoon,Extreme,8.100000000000001,50508.0
Khulna,1964,7,37.1,25.6,366.0,89.0,1.3,6.1,3.89,22.8,89.58,4,1,Monsoon,High,11.5,32574.0
Maijdee Court,1964,7,31.9,24.9,882.0,89.0,1.5,6.6,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.0,78498.0
Mymensingh,1964,7,34.0,25.3,488.0,90.0,0.1,6.6,3.691428571,24.75,90.41,19,1,Monsoon,High,8.7,43920.0
Rajshahi,1964,7,32.9,25.8,346.0,89.0,1.0,6.2,4.38,24.35,88.56,20,1,Monsoon,High,7.099999999999998,30794.0
Rangamati,1964,7,33.9,25.1,412.0,85.0,3.2,5.7,3.748148148,22.67,92.2,63,1,Monsoon,High,8.799999999999997,35020.0
Rangpur,1964,7,34.5,25.5,477.0,89.0,1.5,5.6,4.348571429,25.72,89.26,34,1,Monsoon,High,9.0,42453.0
Satkhira,1964,7,33.2,25.4,337.0,87.0,0.8,6.3,3.93,22.68,89.07,6,1,Monsoon,High,7.800000000000004,29319.0
Sylhet,1964,7,34.4,24.8,1116.0,89.0,1.8,7.5,3.0,24.88,91.93,35,1,Monsoon,Extreme,9.599999999999998,99324.0
Chandpur,1964,8,33.3,25.8,335.9375,85.66666667,4.2,4.0,3.851351351,23.26,90.67,7,1,Monsoon,High,7.4999999999999964,28778.645834453124
Chittagong (IAP-Patenga),1964,8,33.4,25.1,623.0,87.0,4.1,6.5,5.1,22.34,91.79,6,1,Monsoon,Extreme,8.299999999999997,54201.0
Comilla,1964,8,34.7,25.1,540.0,92.0,2.3,5.8,5.233333333,23.48,91.19,10,1,Monsoon,Extreme,9.6,49680.0
Cox's Bazar,1964,8,33.0,24.8,773.0,88.0,4.4,6.3,4.9,21.46,91.98,4,1,Monsoon,Extreme,8.2,68024.0
Dinajpur,1964,8,36.1,26.3,217.0,85.0,0.6,5.1,5.208,25.63,88.66,37,1,Monsoon,High,9.8,18445.0
Maijdee Court,1964,8,33.3,25.1,633.0,85.0,1.5,5.7,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,8.199999999999996,53805.0
Rangamati,1964,8,31.9,24.9,412.0,85.0,1.4,5.9,4.744444444,22.67,92.2,63,1,Monsoon,High,7.0,35020.0
Sylhet,1964,8,34.8,25.4,538.0,86.0,1.5,6.8,5.7,24.88,91.93,35,1,Monsoon,Extreme,9.4,46268.0
Comilla,1964,9,35.6,25.3,428.0,90.0,1.2,5.3,5.548484848,23.48,91.19,10,1,Monsoon,High,10.3,38520.0
Dinajpur,1964,9,35.0,25.8,316.0,85.0,0.2,4.3,5.184,25.63,88.66,37,1,Monsoon,High,9.2,26860.0
Mymensingh,1964,9,35.0,25.7,448.0,88.0,0.1,5.6,4.231428571,24.75,90.41,19,1,Monsoon,High,9.3,39424.0
Sylhet,1964,9,34.2,24.7,582.0,88.0,1.1,6.4,4.8,24.88,91.93,35,1,Monsoon,Extreme,9.500000000000004,51216.0
Comilla,1964,10,33.9,24.1,533.0,86.0,1.1,4.2,6.839393939,23.48,91.19,10,1,Post-Monsoon,Extreme,9.799999999999995,45838.0
Dhaka,1964,10,32.9,24.7,283.0,86.0,1.5,5.0,7.3,23.78,90.39,9,0,Post-Monsoon,High,8.2,24338.0
Dinajpur,1964,10,34.4,23.8,219.0,83.0,0.3,2.9,6.916,25.63,88.66,37,1,Post-Monsoon,High,10.599999999999998,18177.0
Ishurdi,1964,10,33.4,24.6,425.0,87.0,0.5,6.5,7.065517241,24.12,89.04,14,1,Post-Monsoon,High,8.799999999999997,36975.0
Jessore,1964,10,34.0,24.5,440.0,88.0,0.8,5.1,6.574468085,23.17,89.22,7,1,Post-Monsoon,High,9.5,38720.0
Maijdee Court,1964,10,32.7,24.7,414.0,88.0,0.7,4.4,6.631034483,22.83,91.08,6,1,Post-Monsoon,High,8.000000000000004,36432.0
Rangamati,1964,10,32.3,23.9,412.0,83.0,0.9,4.0,6.596296296,22.67,92.2,63,1,Post-Monsoon,High,8.399999999999999,34196.0
Dhaka,1964,11,30.6,19.1,41.0,77.0,0.9,2.5,8.9,23.78,90.39,9,0,Post-Monsoon,Low,11.5,3157.0
Dhaka,1964,12,28.3,13.8,0.0,72.0,0.9,1.2,9.4,23.78,90.39,9,0,Winter,Low,14.5,0.0
Dhaka,1965,1,28.6,11.8,0.0,69.0,0.7,1.3,8.0,23.78,90.39,9,0,Winter,Low,16.8,0.0
Dhaka,1965,2,31.6,14.2,28.0,63.0,1.3,1.6,8.9,23.78,90.39,9,0,Winter,Low,17.400000000000002,1764.0
Barisal,1965,6,32.9,25.7,407.0,87.0,1.8,7.1,4.072340426,22.7,90.36,4,1,Monsoon,High,7.199999999999999,35409.0
Chandpur,1965,6,33.3,25.8,355.5,84.95833333,1.4,4.8,3.637837838,23.26,90.67,7,1,Monsoon,High,7.4999999999999964,30202.687498815
Chittagong (IAP-Patenga),1965,6,34.3,25.0,614.0,88.0,5.3,6.4,3.2,22.34,91.79,6,1,Monsoon,Extreme,9.299999999999995,54032.0
Comilla,1965,6,35.0,24.6,717.0,90.0,2.1,6.3,4.927272727,23.48,91.19,10,1,Monsoon,Extreme,10.4,64530.0
Cox's Bazar,1965,6,31.9,24.7,1123.0,90.0,5.3,7.1,4.2,21.46,91.98,4,1,Monsoon,Extreme,7.199999999999999,101070.0
Dinajpur,1965,6,37.2,25.6,1054.0,82.0,0.9,5.4,5.228,25.63,88.66,37,1,Monsoon,Extreme,11.6,86428.0
Jessore,1965,6,37.6,26.1,574.0,83.0,1.4,5.8,4.655319149,23.17,89.22,7,1,Monsoon,Extreme,11.5,47642.0
Khulna,1965,6,37.4,26.1,407.0,84.0,2.2,5.5,4.546666667,22.8,89.58,4,1,Monsoon,High,11.299999999999995,34188.0
Maijdee Court,1965,6,34.9,25.1,408.0,88.0,1.9,6.4,3.872413793,22.83,91.08,6,1,Monsoon,High,9.799999999999995,35904.0
Mymensingh,1965,6,35.0,24.8,409.0,88.0,0.9,6.5,4.02,24.75,90.41,19,1,Monsoon,High,10.2,35992.0
Rajshahi,1965,6,37.2,25.7,325.0,81.0,0.9,4.8,5.394285714,24.35,88.56,20,1,Monsoon,High,11.500000000000004,26325.0
Rangamati,1965,6,35.8,25.1,681.0,86.0,2.1,5.6,4.381481481,22.67,92.2,63,1,Monsoon,Extreme,10.699999999999996,58566.0
Satkhira,1965,6,37.1,25.8,506.0,82.0,2.1,7.3,4.386666667,22.68,89.07,6,1,Monsoon,Extreme,11.3,41492.0
Srimangal,1965,6,36.1,24.3,845.0,86.0,0.8,4.3,4.346428571,24.29,91.73,23,1,Monsoon,Extreme,11.8,72670.0
Sylhet,1965,6,34.2,24.4,916.0,89.0,2.0,7.0,2.5,24.88,91.93,35,1,Monsoon,Extreme,9.800000000000004,81524.0
Bogra,1965,7,33.4,26.0,546.0,87.0,1.5,6.3,4.1,24.88,89.36,20,1,Monsoon,Extreme,7.399999999999999,47502.0
Chandpur,1965,7,31.8,25.8,423.875,86.45833333,1.4,5.3,3.416216216,23.26,90.67,7,1,Monsoon,High,6.0,36647.52604025375
Chittagong (IAP-Patenga),1965,7,33.4,24.8,971.0,87.0,4.7,6.3,5.3,22.34,91.79,6,1,Monsoon,Extreme,8.599999999999998,84477.0
Comilla,1965,7,33.9,24.7,595.0,96.0,1.1,5.8,4.566666667,23.48,91.19,10,1,Monsoon,Extreme,9.2,57120.0
Cox's Bazar,1965,7,31.7,24.4,1526.0,91.0,5.3,6.9,5.5,21.46,91.98,4,1,Monsoon,Extreme,7.300000000000001,138866.0
Dinajpur,1965,7,33.3,26.0,460.0,85.0,0.9,5.6,4.288,25.63,88.66,37,1,Monsoon,High,7.299999999999997,39100.0
Faridpur,1965,7,32.2,25.3,376.0,88.0,1.1,6.3,4.431034483,23.61,89.84,9,1,Monsoon,High,6.900000000000002,33088.0
Ishurdi,1965,7,33.9,25.7,454.0,87.0,2.0,6.5,4.320689655,24.12,89.04,14,1,Monsoon,High,8.2,39498.0
Maijdee Court,1965,7,32.2,25.0,742.0,87.0,1.7,6.0,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.200000000000003,64554.0
Mymensingh,1965,7,33.3,25.4,558.0,87.0,0.6,6.2,3.691428571,24.75,90.41,19,1,Monsoon,Extreme,7.899999999999999,48546.0
Rajshahi,1965,7,35.0,25.7,404.0,87.0,1.3,5.6,4.38,24.35,88.56,20,1,Monsoon,High,9.3,35148.0
Rangamati,1965,7,34.4,25.0,549.0,87.0,2.3,5.5,3.748148148,22.67,92.2,63,1,Monsoon,Extreme,9.4,47763.0
Sylhet,1965,7,33.8,24.9,508.0,88.0,1.7,6.8,3.2,24.88,91.93,35,1,Monsoon,Extreme,8.899999999999999,44704.0
Bogra,1965,8,33.9,25.5,458.0,87.0,1.5,6.3,3.7,24.88,89.36,20,1,Monsoon,High,8.399999999999999,39846.0
Chandpur,1965,8,31.9,25.9,335.9375,85.66666667,1.2,5.3,3.851351351,23.26,90.67,7,1,Monsoon,High,6.0,28778.645834453124
Chittagong (IAP-Patenga),1965,8,33.4,24.7,625.0,90.0,3.6,6.6,3.2,22.34,91.79,6,1,Monsoon,Extreme,8.7,56250.0
Comilla,1965,8,35.0,24.9,810.0,95.0,1.1,6.0,5.233333333,23.48,91.19,10,1,Monsoon,Extreme,10.1,76950.0
Cox's Bazar,1965,8,31.7,24.7,1109.0,92.0,4.1,7.0,4.5,21.46,91.98,4,1,Monsoon,Extreme,7.0,102028.0
Dinajpur,1965,8,34.1,25.5,718.0,87.0,0.8,6.1,5.208,25.63,88.66,37,1,Monsoon,Extreme,8.600000000000001,62466.0
Jessore,1965,8,33.6,25.6,406.0,89.0,1.1,6.2,4.461702128,23.17,89.22,7,1,Monsoon,High,8.0,36134.0
Khulna,1965,8,34.2,25.1,457.0,92.0,1.5,6.3,4.363333333,22.8,89.58,4,1,Monsoon,High,9.1,42044.0
Maijdee Court,1965,8,33.2,25.0,801.0,88.0,1.2,6.1,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,8.200000000000003,70488.0
Mymensingh,1965,8,33.9,24.8,669.0,89.0,0.3,6.9,4.377142857,24.75,90.41,19,1,Monsoon,Extreme,9.099999999999998,59541.0
Rangamati,1965,8,35.0,24.8,402.0,88.0,2.0,5.9,4.744444444,22.67,92.2,63,1,Monsoon,High,10.2,35376.0
Rangpur,1965,8,34.3,25.9,553.0,87.0,1.5,5.0,5.145714286,25.72,89.26,34,1,Monsoon,Extreme,8.399999999999999,48111.0
Satkhira,1965,8,34.1,25.2,531.0,87.0,1.3,7.3,4.373333333,22.68,89.07,6,1,Monsoon,Extreme,8.900000000000002,46197.0
Sylhet,1965,8,33.7,24.3,666.0,90.0,1.8,7.2,3.2,24.88,91.93,35,1,Monsoon,Extreme,9.400000000000002,59940.0
Dinajpur,1965,9,35.2,25.4,334.0,85.0,0.6,4.7,5.184,25.63,88.66,37,1,Monsoon,High,9.800000000000004,28390.0
Satkhira,1965,9,34.1,25.6,422.0,88.0,1.1,5.9,4.913333333,22.68,89.07,6,1,Monsoon,High,8.5,37136.0
Sylhet,1965,9,34.4,24.6,550.0,88.0,1.0,6.3,4.2,24.88,91.93,35,1,Monsoon,Extreme,9.799999999999995,48400.0
Cox's Bazar,1965,10,32.6,23.6,416.0,85.0,2.8,5.0,6.7,21.46,91.98,4,1,Post-Monsoon,High,9.0,35360.0
Dhaka,1965,10,32.9,23.1,50.0,80.0,0.8,4.0,8.1,23.78,90.39,9,0,Post-Monsoon,Low,9.799999999999995,4000.0
Dhaka,1965,11,32.6,18.0,131.0,77.0,1.0,1.3,9.9,23.78,90.39,9,0,Post-Monsoon,Moderate,14.6,10087.0
Dhaka,1965,12,28.9,14.2,0.0,79.0,0.9,2.6,7.7,23.78,90.39,9,0,Winter,Low,14.7,0.0
Dhaka,1966,1,26.3,12.3,1.0,69.0,0.5,1.2,8.1,23.78,90.39,9,0,Winter,Low,14.0,69.0
Dhaka,1966,2,30.3,15.1,8.0,63.0,0.7,1.6,9.6,23.78,90.39,9,0,Winter,Low,15.2,504.0
Sylhet,1966,5,32.1,22.7,551.0,81.0,1.5,5.7,6.2,24.88,91.93,35,1,Pre-Monsoon,Extreme,9.400000000000002,44631.0
Barisal,1966,6,32.9,25.7,416.0,88.0,1.9,5.6,4.072340426,22.7,90.36,4,1,Monsoon,High,7.199999999999999,36608.0
Chandpur,1966,6,35.6,26.1,353.0,87.0,4.1,6.3,3.637837838,23.26,90.67,7,1,Monsoon,High,9.5,30711.0
Chittagong (IAP-Patenga),1966,6,34.3,25.2,531.0,90.0,6.4,7.2,2.4,22.34,91.79,6,1,Monsoon,Extreme,9.099999999999998,47790.0
Comilla,1966,6,35.0,24.9,641.0,94.0,3.2,6.2,4.927272727,23.48,91.19,10,1,Monsoon,Extreme,10.1,60254.0
Cox's Bazar,1966,6,35.2,24.7,1532.0,92.0,7.3,7.5,1.1,21.46,91.98,4,1,Monsoon,Extreme,10.500000000000004,140944.0
Hatiya,1966,6,32.7,25.7,603.0,91.0,3.0,6.8,3.803448276,22.29,91.13,4,1,Monsoon,Extreme,7.000000000000004,54873.0
Khulna,1966,6,36.3,26.3,404.0,85.0,3.0,5.0,4.546666667,22.8,89.58,4,1,Monsoon,High,9.999999999999996,34340.0
Maijdee Court,1966,6,33.5,25.5,580.0,86.0,2.4,7.1,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,8.0,49880.0
Rangamati,1966,6,36.7,25.3,536.0,87.0,3.1,6.2,4.381481481,22.67,92.2,63,1,Monsoon,Extreme,11.400000000000002,46632.0
Sandwip,1966,6,33.0,21.2,591.0,88.08695652,5.2,5.545652174,4.666666667,22.5,91.46,6,1,Monsoon,Extreme,11.8,52059.39130332
Srimangal,1966,6,37.7,24.3,684.0,86.0,1.5,6.9,4.346428571,24.29,91.73,23,1,Monsoon,Extreme,13.400000000000002,58824.0
Cox's Bazar,1966,7,32.3,25.4,699.0,87.0,6.5,7.0,3.1,21.46,91.98,4,1,Monsoon,Extreme,6.899999999999999,60813.0
Dinajpur,1966,7,34.4,26.1,602.0,87.0,1.3,5.9,4.288,25.63,88.66,37,1,Monsoon,Extreme,8.299999999999997,52374.0
Hatiya,1966,7,31.0,25.7,404.0,88.0,1.7,6.4,3.968965517,22.29,91.13,4,1,Monsoon,High,5.300000000000001,35552.0
Maijdee Court,1966,7,33.1,25.4,516.0,87.0,1.1,6.5,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.700000000000003,44892.0
Rajshahi,1966,7,35.7,26.2,511.0,85.0,1.2,5.8,4.38,24.35,88.56,20,1,Monsoon,Extreme,9.500000000000004,43435.0
Rangamati,1966,7,35.0,25.7,503.0,85.0,1.9,5.6,3.748148148,22.67,92.2,63,1,Monsoon,Extreme,9.3,42755.0
Sandwip,1966,7,32.5,22.8,709.0,89.82608696,3.1,5.910869565,4.022222222,22.5,91.46,6,1,Monsoon,Extreme,9.7,63686.69565464
Sylhet,1966,7,31.6,25.0,1075.0,87.0,1.6,7.1,4.2,24.88,91.93,35,1,Monsoon,Extreme,6.600000000000001,93525.0
Barisal,1966,8,31.4,25.7,434.0,90.0,1.2,7.8,4.272340426,22.7,90.36,4,1,Monsoon,High,5.699999999999999,39060.0
Bhola,1966,8,31.8,25.3,545.0,89.06382979,5.6,7.2,3.666666667,22.7,90.66,5,1,Monsoon,Extreme,6.5,48539.78723555
Bogra,1966,8,33.7,26.1,342.0,86.0,1.0,5.9,3.3,24.88,89.36,20,1,Monsoon,High,7.600000000000001,29412.0
Chandpur,1966,8,33.3,25.9,317.0,89.0,3.2,6.6,3.851351351,23.26,90.67,7,1,Monsoon,High,7.399999999999999,28213.0
Chittagong (IAP-Patenga),1966,8,32.3,24.9,606.0,89.0,4.8,7.0,3.6,22.34,91.79,6,1,Monsoon,Extreme,7.399999999999999,53934.0
Comilla,1966,8,33.3,25.5,347.0,93.0,1.4,6.3,5.233333333,23.48,91.19,10,1,Monsoon,High,7.799999999999997,32271.0
Cox's Bazar,1966,8,30.6,25.0,1075.0,91.0,5.9,7.1,2.2,21.46,91.98,4,1,Monsoon,Extreme,5.600000000000001,97825.0
Dinajpur,1966,8,33.4,26.2,264.0,89.0,0.8,6.0,5.208,25.63,88.66,37,1,Monsoon,High,7.199999999999999,23496.0
Hatiya,1966,8,31.0,25.4,853.0,89.0,1.1,6.7,4.424137931,22.29,91.13,4,1,Monsoon,Extreme,5.600000000000001,75917.0
Maijdee Court,1966,8,30.7,25.4,607.0,87.0,1.7,6.1,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,5.300000000000001,52809.0
Mymensingh,1966,8,32.2,25.7,472.0,89.0,0.3,6.5,4.377142857,24.75,90.41,19,1,Monsoon,High,6.500000000000004,42008.0
Rajshahi,1966,8,34.7,26.1,380.0,87.0,1.0,6.8,5.111428571,24.35,88.56,20,1,Monsoon,High,8.600000000000001,33060.0
Sandwip,1966,8,31.5,24.5,790.0,88.7173913,2.7,5.667391304,4.962962963,22.5,91.46,6,1,Monsoon,Extreme,7.0,70086.73912700001
Sylhet,1966,8,32.1,25.1,958.0,86.0,1.7,7.2,3.2,24.88,91.93,35,1,Monsoon,Extreme,7.0,82388.0
Bhola,1966,9,32.9,24.3,373.0,88.53191489,4.4,5.8,3.787878788,22.7,90.66,5,1,Monsoon,High,8.599999999999998,33022.404253969995
Chittagong (IAP-Patenga),1966,9,33.4,25.2,403.0,84.0,3.0,6.2,5.3,22.34,91.79,6,1,Monsoon,High,8.2,33852.0
Comilla,1966,9,33.3,24.9,540.0,90.0,0.7,4.5,5.548484848,23.48,91.19,10,1,Monsoon,Extreme,8.399999999999999,48600.0
Dinajpur,1966,9,34.7,25.1,266.0,84.0,0.5,3.6,5.184,25.63,88.66,37,1,Monsoon,High,9.6,22344.0
Hatiya,1966,9,32.9,25.1,474.0,87.0,1.0,4.8,4.965517241,22.29,91.13,4,1,Monsoon,High,7.799999999999997,41238.0
Maijdee Court,1966,9,33.2,25.0,764.0,85.0,1.1,5.3,4.951724138,22.83,91.08,6,1,Monsoon,Extreme,8.200000000000003,64940.0
Sandwip,1966,9,33.8,25.2,771.0,87.06521739,1.6,4.845652174,5.325925926,22.5,91.46,6,1,Monsoon,Extreme,8.599999999999998,67127.28260769
Sylhet,1966,9,32.1,24.5,537.0,86.0,1.3,5.7,5.0,24.88,91.93,35,1,Monsoon,Extreme,7.600000000000001,46182.0
Dhaka,1966,10,31.9,22.4,261.0,80.0,0.9,3.1,7.8,23.78,90.39,9,0,Post-Monsoon,High,9.5,20880.0
Dhaka,1966,11,30.5,19.3,14.0,74.0,0.9,2.5,8.0,23.78,90.39,9,0,Post-Monsoon,Low,11.2,1036.0
Dhaka,1966,12,27.2,13.7,15.0,73.0,0.8,1.7,8.3,23.78,90.39,9,0,Winter,Low,13.5,1095.0
Dhaka,1967,1,27.2,12.8,23.0,71.0,0.7,1.8,8.0,23.78,90.39,9,0,Winter,Low,14.4,1633.0
Dhaka,1967,2,33.6,15.7,12.0,64.0,1.1,0.7,9.0,23.78,90.39,9,0,Winter,Low,17.900000000000002,768.0
Chandpur,1967,4,37.3,23.2,311.0,69.0,3.9,2.4,7.1,23.26,90.67,7,1,Pre-Monsoon,High,14.099999999999998,21459.0
Cox's Bazar,1967,6,33.2,25.4,696.0,86.0,5.3,5.8,4.9,21.46,91.98,4,1,Monsoon,Extreme,7.800000000000004,59856.0
Dinajpur,1967,6,36.1,26.4,226.0,78.0,0.9,4.3,5.228,25.63,88.66,37,1,Monsoon,High,9.700000000000005,17628.0
Faridpur,1967,6,36.1,25.3,403.0,83.0,1.9,5.1,5.0,23.61,89.84,9,1,Monsoon,High,10.8,33449.0
Sylhet,1967,6,34.1,24.0,1019.0,88.0,2.2,6.8,4.7,24.88,91.93,35,1,Monsoon,Extreme,10.1,89672.0
Bhola,1967,7,32.8,25.4,572.0,89.0,4.2,7.1,2.845454545,22.7,90.66,5,1,Monsoon,Extreme,7.399999999999999,50908.0
Bogra,1967,7,33.3,25.7,400.0,86.0,1.6,6.1,5.1,24.88,89.36,20,1,Monsoon,High,7.599999999999998,34400.0
Chandpur,1967,7,35.6,26.0,383.0,88.0,3.1,5.4,3.416216216,23.26,90.67,7,1,Monsoon,High,9.6,33704.0
Comilla,1967,7,34.4,25.2,405.0,87.0,2.2,6.1,4.566666667,23.48,91.19,10,1,Monsoon,High,9.2,35235.0
Cox's Bazar,1967,7,32.1,25.1,1172.0,88.0,5.1,6.6,4.2,21.46,91.98,4,1,Monsoon,Extreme,7.0,103136.0
Dinajpur,1967,7,33.9,26.7,328.0,85.0,0.8,5.1,4.288,25.63,88.66,37,1,Monsoon,High,7.199999999999999,27880.0
Hatiya,1967,7,32.1,24.2,625.0,87.0,2.0,6.6,3.968965517,22.29,91.13,4,1,Monsoon,Extreme,7.900000000000002,54375.0
Khulna,1967,7,32.1,26.1,330.0,88.0,1.6,5.8,3.89,22.8,89.58,4,1,Monsoon,High,6.0,29040.0
Maijdee Court,1967,7,33.4,25.5,545.0,87.0,3.3,5.9,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,7.899999999999999,47415.0
Mymensingh,1967,7,35.0,25.9,451.0,85.0,0.3,6.0,3.691428571,24.75,90.41,19,1,Monsoon,High,9.1,38335.0
Rajshahi,1967,7,34.4,26.3,305.0,86.0,1.3,6.6,4.38,24.35,88.56,20,1,Monsoon,High,8.099999999999998,26230.0
Rangamati,1967,7,35.8,25.6,673.0,84.0,1.6,6.0,3.748148148,22.67,92.2,63,1,Monsoon,Extreme,10.199999999999996,56532.0
Rangpur,1967,7,35.7,25.8,474.0,84.0,1.5,4.6,4.348571429,25.72,89.26,34,1,Monsoon,High,9.900000000000002,39816.0
Sandwip,1967,7,32.1,25.0,509.0,92.0,2.5,3.4,4.022222222,22.5,91.46,6,1,Monsoon,Extreme,7.100000000000001,46828.0
Satkhira,1967,7,32.5,25.9,334.0,86.0,1.6,5.9,3.93,22.68,89.07,6,1,Monsoon,High,6.600000000000001,28724.0
Sylhet,1967,7,34.6,25.3,618.0,86.0,1.9,6.9,4.6,24.88,91.93,35,1,Monsoon,Extreme,9.3,53148.0
Bhola,1967,8,32.9,25.4,606.0,88.0,4.2,6.8,3.666666667,22.7,90.66,5,1,Monsoon,Extreme,7.5,53328.0
Chittagong (IAP-Patenga),1967,8,33.1,25.1,554.0,86.0,5.0,6.6,5.3,22.34,91.79,6,1,Monsoon,Extreme,8.0,47644.0
Cox's Bazar,1967,8,31.1,24.8,1002.0,89.0,5.1,6.8,4.7,21.46,91.98,4,1,Monsoon,Extreme,6.300000000000001,89178.0
Dinajpur,1967,8,34.4,26.1,172.0,81.0,1.1,5.0,5.208,25.63,88.66,37,1,Monsoon,Moderate,8.299999999999997,13932.0
Hatiya,1967,8,32.1,23.4,680.0,88.0,1.9,6.4,4.424137931,22.29,91.13,4,1,Monsoon,Extreme,8.700000000000003,59840.0
Maijdee Court,1967,8,33.3,25.0,487.0,86.0,3.0,6.5,4.64137931,22.83,91.08,6,1,Monsoon,High,8.299999999999997,41882.0
Sandwip,1967,8,31.6,24.5,629.0,91.0,2.3,3.2,4.962962963,22.5,91.46,6,1,Monsoon,Extreme,7.100000000000001,57239.0
Sylhet,1967,8,34.6,25.2,399.0,84.0,1.8,6.6,5.9,24.88,91.93,35,1,Monsoon,High,9.400000000000002,33516.0
Barisal,1967,9,33.5,25.2,547.0,90.0,1.5,6.0,3.6,22.7,90.36,4,1,Monsoon,Extreme,8.3,49230.0
Chandpur,1967,9,33.3,25.7,321.0,89.0,1.6,4.7,4.289189189,23.26,90.67,7,1,Monsoon,High,7.599999999999998,28569.0
Chittagong (IAP-Patenga),1967,9,32.4,25.0,339.0,86.0,4.3,6.3,5.1,22.34,91.79,6,1,Monsoon,High,7.399999999999999,29154.0
